AGE,Base Salary,CUM YEARLY CASH,Cap Hit,Dead,Dead Cap,Misc.,Option,PLAYER,Restructure,Roster,Roster Bonus,Signing,Signing Bonus,TEAM,Workout,Workout Bonus,YEAR,Yearly Cash
33,"$6,000,000","$29,250,000","$17,700,000",,"$96,900,000",,"$2,400,000",Matt Ryan,-,-,,"$9,300,000",,Falcons,,,2018,"$29,250,000"
34,"$2,750,000","$74,014,610","$15,800,000",,"$79,200,000",,"$2,000,000",Matt Ryan,"$1,750,000",-,,"$9,300,000",,Falcons,,,2019,"$44,764,610"
35,"$1,050,000","$94,514,610","$18,962,500",,"$75,850,000",,"$2,000,000",Matt Ryan,"$6,612,500",-,,"$9,300,000",,Falcons,,,2020,"$20,500,000"
36,"$23,000,000","$117,514,610","$40,912,500",,"$49,937,500",,"$2,000,000",Matt Ryan,"$6,612,500",-,,"$9,300,000",,Falcons,,,2021,"$23,000,000"
37,"$16,250,000","$141,264,610","$41,662,500",,"$26,525,000",,"$2,000,000",Matt Ryan,"$6,612,500","$7,500,000",,"$9,300,000",,Falcons,,,2022,"$23,750,000"
38,"$20,500,000","$169,264,610","$36,612,500",,"$8,612,500",,"$2,000,000",Matt Ryan,"$6,612,500","$7,500,000",,-,,Falcons,,,2023,"$28,000,000"
27,"$7,000,000","$41,000,000","$13,800,000",,"$60,000,000",,,Khalil Mack,-,-,,"$6,800,000",,Bears,,,2018,"$41,000,000"
28,"$2,300,000","$56,518,121","$11,900,000",,"$57,200,000",,,Khalil Mack,"$2,600,000","$200,000",,"$6,800,000",,Bears,,,2019,"$15,518,121"
29,"$13,300,000","$73,718,121","$26,600,000",,"$63,800,000",,,Khalil Mack,"$2,600,000","$3,900,000",,"$6,800,000",,Bears,,,2020,"$17,200,000"
30,"$17,046,000","$90,964,121","$26,646,000",,"$37,400,000",,,Khalil Mack,"$2,600,000","$200,000",,"$6,800,000",,Bears,,,2021,"$17,246,000"
31,"$12,050,000","$108,714,121","$27,150,000",,"$12,000,000",,,Khalil Mack,"$2,600,000","$5,700,000",,"$6,800,000",,Bears,,,2022,"$17,750,000"
32,"$17,200,000","$131,614,121","$25,500,000",,"$2,600,000",,,Khalil Mack,"$2,600,000","$5,700,000",,-,,Bears,,,2023,"$22,900,000"
33,"$17,550,000","$154,864,121","$23,250,000",,-,,,Khalil Mack,-,"$5,700,000",,-,,Bears,,,2024,"$23,250,000"
30,"$5,000,000","$35,000,000","$26,286,668",,"$78,286,668",,,Russell Wilson,"$2,086,668",-,,"$19,200,000",,Seahawks,,,2019,"$35,000,000"
31,"$18,000,000","$88,000,000","$31,000,000",,"$70,000,000",,,Russell Wilson,-,-,,"$13,000,000",,Seahawks,,,2020,"$53,000,000"
32,"$19,000,000","$107,000,000","$32,000,000",,"$39,000,000",,,Russell Wilson,-,-,,"$13,000,000",,Seahawks,,,2021,"$19,000,000"
33,"$19,000,000","$131,000,000","$37,000,000",,"$26,000,000",,,Russell Wilson,-,"$5,000,000",,"$13,000,000",,Seahawks,,,2022,"$24,000,000"
34,"$21,000,000","$157,000,000","$39,000,000",,"$13,000,000",,,Russell Wilson,-,"$5,000,000",,"$13,000,000",,Seahawks,,,2023,"$26,000,000"
26,"$6,200,000","$41,950,000","$37,000,000",,"$41,800,000",,,Jimmy Garoppolo,,"$28,800,000",,"$1,400,000",,49ers,"$600,000",,2018,"$41,950,000"
27,"$17,200,000","$60,550,000","$20,000,000",,"$13,700,000",,,Jimmy Garoppolo,,"$800,000",,"$1,400,000",,49ers,"$600,000",,2019,"$18,600,000"
28,"$23,800,000","$85,750,000","$26,600,000",,"$4,200,000",,,Jimmy Garoppolo,,"$800,000",,"$1,400,000",,49ers,"$600,000",,2020,"$25,200,000"
29,"$24,100,000","$111,250,000","$26,900,000",,"$2,800,000",,,Jimmy Garoppolo,,"$800,000",,"$1,400,000",,49ers,"$600,000",,2021,"$25,500,000"
30,"$24,200,000","$136,850,000","$27,000,000",,"$1,400,000",,,Jimmy Garoppolo,,"$800,000",,"$1,400,000",,49ers,"$600,000",,2022,"$25,600,000"
29,"$1,000,000","$51,000,000","$16,500,000",,"$66,000,000",,,Matthew Stafford,-,-,,"$15,500,000",,Lions,-,,2017,"$51,000,000"
30,"$9,500,000","$67,500,000","$26,500,000",,"$75,500,000",,,Matthew Stafford,-,"$6,500,000",,"$10,000,000",,Lions,"$500,000",,2018,"$16,500,000"
31,"$13,500,000","$100,200,000","$30,700,000",,"$55,500,000",,,Matthew Stafford,"$1,200,000","$5,500,000",,"$10,000,000",,Lions,"$500,000",,2019,"$32,700,000"
32,"$7,800,000","$108,500,000","$21,300,000",,"$32,000,000",,,Matthew Stafford,"$3,000,000",-,,"$10,000,000",,Lions,"$500,000",,2020,"$8,300,000"
33,"$9,500,000","$128,500,000","$33,000,000",,"$19,000,000",,,Matthew Stafford,"$3,000,000","$10,000,000",,"$10,000,000",,Lions,"$500,000",,2021,"$20,000,000"
34,"$12,500,000","$151,500,000","$26,000,000",,"$6,000,000",,,Matthew Stafford,"$3,000,000","$10,000,000",,-,,Lions,"$500,000",,2022,"$23,000,000"
35,-,,"$3,000,000",,"$3,000,000",,,Matthew Stafford,"$3,000,000",-,,-,,Lions,-,,2023,-
27,"$892,000","$40,892,000","$8,892,000",,"$50,000,000",,,Aaron Donald,,-,,"$8,000,000",,Rams,,,2018,"$40,892,000"
28,"$9,108,000","$50,000,000","$17,108,000",,"$58,108,000",,,Aaron Donald,,-,,"$8,000,000",,Rams,,,2019,"$9,108,000"
29,"$17,000,000","$67,000,000","$25,000,000",,"$60,892,000",,,Aaron Donald,,-,,"$8,000,000",,Rams,,,2020,"$17,000,000"
30,"$19,892,000","$86,892,000","$27,892,000",,"$35,892,000",,,Aaron Donald,,-,,"$8,000,000",,Rams,,,2021,"$19,892,000"
31,"$9,250,000","$101,142,000","$22,250,000",,"$8,000,000",,,Aaron Donald,,"$5,000,000",,"$8,000,000",,Rams,,,2022,"$14,250,000"
32,"$14,000,000","$120,142,000","$19,000,000",,-,,,Aaron Donald,,"$5,000,000",,-,,Rams,,,2023,"$19,000,000"
33,"$16,750,000","$141,892,000","$21,750,000",,-,,,Aaron Donald,,"$5,000,000",,-,,Rams,,,2024,"$21,750,000"
34,"$1,100,000","$66,900,000","$20,900,000",,"$80,300,000",-,,Aaron Rodgers,-,"$7,800,000",,"$11,500,000",,Packers,"$500,000",,2018,"$66,900,000"
35,"$1,100,000","$96,480,000","$29,672,000",,"$59,900,000","$320,000",,Aaron Rodgers,"$2,852,000","$13,400,000",,"$11,500,000",,Packers,"$500,000",,2019,"$29,580,000"
36,"$1,550,000","$103,770,000","$21,642,000",,"$39,740,000",-,,Aaron Rodgers,"$2,852,000","$5,240,000",,"$11,500,000",,Packers,"$500,000",,2020,"$7,290,000"
37,"$14,700,000","$125,770,000","$36,352,000",,"$31,556,000",-,,Aaron Rodgers,"$2,852,000","$6,800,000",,"$11,500,000",,Packers,"$500,000",,2021,"$22,000,000"
38,"$25,000,000","$151,270,000","$39,852,000",,"$17,204,000",-,,Aaron Rodgers,"$2,852,000",-,,"$11,500,000",,Packers,"$500,000",,2022,"$25,500,000"
39,"$25,000,000","$176,770,000","$28,352,000",,"$2,852,000",-,,Aaron Rodgers,"$2,852,000",-,,-,,Packers,"$500,000",,2023,"$25,500,000"
24,"$1,000,000","$26,000,000","$10,629,577",,"$61,672,260",,,Jared Goff,,-,,"$9,629,577",,Rams,,,2019,"$26,000,000"
25,"$10,042,682","$57,042,682","$36,042,682",,"$94,042,682",,,Jared Goff,,"$21,000,000",,"$5,000,000",,Rams,,,2020,"$31,042,682"
26,"$25,000,000","$84,542,682","$32,500,000",,"$58,000,000",,,Jared Goff,,"$2,500,000",,"$5,000,000",,Rams,,,2021,"$27,500,000"
27,"$10,000,000","$110,042,682","$30,500,000",,"$25,500,000",,,Jared Goff,,"$15,500,000",,"$5,000,000",,Rams,,,2022,"$25,500,000"
28,"$20,000,000","$135,042,682","$30,000,000",,"$5,000,000",,,Jared Goff,,"$5,000,000",,"$5,000,000",,Rams,,,2023,"$25,000,000"
29,"$21,000,064","$161,042,746","$26,000,064",,-,,,Jared Goff,,"$5,000,000",,-,,Rams,,,2024,"$26,000,064"
26,"$720,000","$17,087,683","$8,393,782",,"$70,870,934",-,-,Carson Wentz,,-,,"$7,673,782",,Eagles,,,2019,"$17,087,683"
27,"$1,383,000","$56,470,683","$18,656,536",,"$77,877,152",-,"$6,000,000",Carson Wentz,,"$8,000,000",,"$3,273,536",,Eagles,,,2020,"$39,383,000"
28,"$15,400,000","$81,870,683","$34,673,536",,"$59,220,614",-,"$6,000,000",Carson Wentz,,"$10,000,000",,"$3,273,536",,Eagles,,,2021,"$25,400,000"
29,"$22,000,000","$103,871,683","$31,274,536",,"$24,547,076",-,"$6,000,000",Carson Wentz,,"$1,000",,"$3,273,536",,Eagles,,,2022,"$22,001,000"
30,"$20,000,000","$130,871,683","$36,273,539",,"$15,273,539","$2,000,000","$6,000,000",Carson Wentz,,"$5,000,000",,"$3,273,539",,Eagles,,,2023,"$27,000,000"
31,"$21,000,000","$156,871,683","$32,000,000",,"$6,000,000",-,"$6,000,000",Carson Wentz,,"$5,000,000",,-,,Eagles,,,2024,"$26,000,000"
26,"$5,000,000","$25,175,000","$15,731,691",,"$40,556,691",,,Derek Carr,,"$7,650,000",,"$3,056,691",,Raiders,"$25,000",,2017,"$25,175,000"
27,"$7,400,000","$47,675,000","$25,000,000",,"$32,500,000",,,Derek Carr,,"$15,000,000",,"$2,500,000",,Raiders,"$100,000",,2018,"$22,500,000"
28,"$19,900,000","$67,675,000","$22,500,000",,"$27,500,000",,,Derek Carr,,-,,"$2,500,000",,Raiders,"$100,000",,2019,"$20,000,000"
29,"$18,900,000","$86,675,000","$21,500,000",,"$7,900,000",,,Derek Carr,,-,,"$2,500,000",,Raiders,"$100,000",,2020,"$19,000,000"
30,"$19,525,000","$106,300,000","$22,125,000",,"$2,500,000",,,Derek Carr,,-,,"$2,500,000",,Raiders,"$100,000",,2021,"$19,625,000"
31,"$19,777,519","$126,177,519","$19,877,519",,-,,,Derek Carr,,-,,-,,Raiders,"$100,000",,2022,"$19,877,519"
32,"$17,500,000","$37,500,000","$22,500,000",,"$62,000,000",,,Ryan Tannehill,,,,"$5,000,000",,Titans,,,2020,"$37,500,000"
33,"$24,500,000","$62,000,000","$29,500,000",,"$39,500,000",,,Ryan Tannehill,,,,"$5,000,000",,Titans,,,2021,"$24,500,000"
34,"$29,000,000","$91,000,000","$34,000,000",,"$10,000,000",,,Ryan Tannehill,,,,"$5,000,000",,Titans,,,2022,"$29,000,000"
35,"$27,000,000","$118,000,000","$32,000,000",,"$5,000,000",,,Ryan Tannehill,,,,"$5,000,000",,Titans,,,2023,"$27,000,000"
27,"$2,000,000","$25,100,000","$11,500,000",,"$28,400,000","$100,000",,Von Miller,-,"$6,000,000",,"$3,400,000",,Broncos,-,,2016,"$25,100,000"
28,"$16,500,000","$41,600,000","$19,900,000",,"$49,600,000",-,,Von Miller,-,-,,"$3,400,000",,Broncos,-,,2017,"$16,500,000"
29,"$2,000,000","$61,027,315","$10,125,000",,"$38,200,000",-,,Von Miller,"$4,225,000",-,,"$3,400,000",,Broncos,"$500,000",,2018,"$19,427,315"
30,"$17,000,000","$78,527,315","$25,125,000",,"$28,975,000",-,,Von Miller,"$4,225,000",-,,"$3,400,000",,Broncos,"$500,000",,2019,"$17,500,000"
31,"$17,500,000","$96,527,315","$25,625,000",,"$17,850,000",-,,Von Miller,"$4,225,000",-,,"$3,400,000",,Broncos,"$500,000",,2020,"$18,000,000"
32,"$17,500,000","$114,527,315","$22,225,000",,"$4,225,000",-,,Von Miller,"$4,225,000",-,,-,,Broncos,"$500,000",,2021,"$18,000,000"
27,"$1,500,000","$31,116,747","$11,100,000",,"$31,100,000",,,DeMarcus Lawrence,,"$4,600,000",,"$5,000,000",,Cowboys,,,2019,"$31,116,747"
28,"$16,900,000","$48,016,747","$21,900,000",,"$53,900,000",,,DeMarcus Lawrence,,-,,"$5,000,000",,Cowboys,,,2020,"$16,900,000"
29,"$17,000,000","$65,016,747","$22,000,000",,"$32,000,000",,,DeMarcus Lawrence,,-,,"$5,000,000",,Cowboys,,,2021,"$17,000,000"
30,"$19,000,000","$84,016,747","$24,000,000",,"$10,000,000",,,DeMarcus Lawrence,,-,,"$5,000,000",,Cowboys,,,2022,"$19,000,000"
31,"$21,000,000","$105,016,747","$26,000,000",,"$5,000,000",,,DeMarcus Lawrence,,-,,"$5,000,000",,Cowboys,,,2023,"$21,000,000"
26,"$805,000","$17,800,000","$6,500,000",,"$44,000,000","$300,000",,Frank Clark,-,,,"$5,200,000",,Chiefs,"$195,000",,2019,"$17,800,000"
27,"$12,000,000","$46,200,000","$19,300,000",,"$56,300,000",-,,Frank Clark,"$1,600,000",,,"$5,200,000",,Chiefs,"$500,000",,2020,"$28,400,000"
28,"$18,500,000","$65,200,000","$25,800,000",,"$37,850,000",-,,Frank Clark,"$1,600,000",,,"$5,200,000",,Chiefs,"$500,000",,2021,"$19,000,000"
29,"$19,000,000","$84,700,000","$26,300,000",,"$12,900,000",-,,Frank Clark,"$1,600,000",,,"$5,200,000",,Chiefs,"$500,000",,2022,"$19,500,000"
30,"$20,500,000","$105,700,000","$27,800,000",,"$6,450,000",-,,Frank Clark,"$1,600,000",,,"$5,200,000",,Chiefs,"$500,000",,2023,"$21,000,000"
25,"$1,299,000","$27,299,000","$6,499,000",,"$36,299,000",,-,Fletcher Cox,-,-,,"$5,200,000",,Eagles,,,2016,"$27,299,000"
26,"$3,000,000","$36,299,000","$9,400,000",,"$49,050,000",,"$1,200,000",Fletcher Cox,-,-,,"$5,200,000",,Eagles,,,2017,"$9,000,000"
27,"$3,310,000","$47,799,000","$11,348,000",,"$47,679,000",,"$1,200,000",Fletcher Cox,"$1,638,000",-,,"$5,200,000",,Eagles,,,2018,"$11,500,000"
28,"$930,000","$63,399,000","$11,902,000",,"$38,852,000",,"$4,134,000",Fletcher Cox,"$1,638,000",-,,"$5,200,000",,Eagles,,,2019,"$15,600,000"
29,"$11,200,000","$75,599,000","$23,847,000",,"$27,950,000",,"$4,134,000",Fletcher Cox,"$2,313,000","$1,000,000",,"$5,200,000",,Eagles,,,2020,"$12,200,000"
30,"$15,000,000","$91,599,000","$22,447,000",,"$15,303,000",,"$4,134,000",Fletcher Cox,"$2,313,000","$1,000,000",,-,,Eagles,,,2021,"$16,000,000"
31,"$16,100,000","$108,699,000","$22,347,000",,"$8,856,000",,"$2,934,000",Fletcher Cox,"$2,313,000","$1,000,000",,-,,Eagles,,,2022,"$17,100,000"
32,-,,"$3,609,000",,"$3,609,000",,"$2,934,000",Fletcher Cox,"$675,000",-,,-,,Eagles,,,2023,-
25,"$907,385","$10,907,385","$4,575,567",,"$32,549,992",,,J.J. Watt,-,,,"$3,668,182",,Texans,,,2014,"$10,907,385"
26,"$9,969,000","$30,876,385","$13,969,000",,"$27,969,000",,,J.J. Watt,"$2,000,000",,,"$2,000,000",,Texans,,,2015,"$19,969,000"
27,"$10,500,000","$41,376,385","$14,500,000",,"$35,000,000",,,J.J. Watt,"$2,000,000",,,"$2,000,000",,Texans,,,2016,"$10,500,000"
28,"$10,500,000","$51,876,385","$14,500,000",,"$20,500,000",,,J.J. Watt,"$2,000,000",,,"$2,000,000",,Texans,,,2017,"$10,500,000"
29,"$11,000,000","$62,876,385","$15,000,000",,"$17,000,000",,,J.J. Watt,"$2,000,000",,,"$2,000,000",,Texans,,,2018,"$11,000,000"
30,"$13,000,000","$75,876,385","$15,000,000",,"$2,000,000",,,J.J. Watt,"$2,000,000",,,-,,Texans,,,2019,"$13,000,000"
31,"$15,500,000","$91,376,385","$15,500,000",,-,,,J.J. Watt,-,,,-,,Texans,,,2020,"$15,500,000"
32,"$17,500,000","$108,876,385","$17,500,000",,-,,,J.J. Watt,-,,,-,,Texans,,,2021,"$17,500,000"
26,"$10,000,000","$20,000,000","$12,000,000",,"$40,000,000",,,Amari Cooper,,,,"$2,000,000",,Cowboys,,,2020,"$20,000,000"
27,"$20,000,000","$40,000,000","$22,000,000",,"$28,000,000",,,Amari Cooper,,,,"$2,000,000",,Cowboys,,,2021,"$20,000,000"
28,"$20,000,000","$60,000,000","$22,000,000",,"$6,000,000",,,Amari Cooper,,,,"$2,000,000",,Cowboys,,,2022,"$20,000,000"
29,"$20,000,000","$80,000,000","$22,000,000",,"$4,000,000",,,Amari Cooper,,,,"$2,000,000",,Cowboys,,,2023,"$20,000,000"
30,"$20,000,000","$100,000,000","$22,000,000",,"$2,000,000",,,Amari Cooper,,,,"$2,000,000",,Cowboys,,,2024,"$20,000,000"
23,"$1,079,013","$11,079,013","$4,976,031",,"$24,015,031",,,Tyron Smith,-,,,"$3,897,018",,Cowboys,,,2014,"$11,079,013"
24,"$1,039,000","$22,118,013","$5,039,000",,"$19,039,000",,,Tyron Smith,"$2,000,000",,,"$2,000,000",,Cowboys,,,2015,"$11,039,000"
25,"$1,000,000","$32,118,013","$6,800,000",,"$33,000,000",,,Tyron Smith,"$3,800,000",,,"$2,000,000",,Cowboys,,,2016,"$10,000,000"
26,"$1,275,000","$42,118,013","$8,820,000",,"$27,200,000",,,Tyron Smith,"$5,545,000",,,"$2,000,000",,Cowboys,,,2017,"$10,000,000"
27,"$10,000,000","$52,118,013","$17,545,000",,"$28,380,000",,,Tyron Smith,"$5,545,000",,,"$2,000,000",,Cowboys,,,2018,"$10,000,000"
28,"$10,000,000","$62,133,150","$15,545,000",,"$10,835,000",,,Tyron Smith,"$5,545,000",,,-,,Cowboys,,,2019,"$10,015,137"
29,"$10,000,000","$72,133,150","$13,545,000",,"$5,290,000",,,Tyron Smith,"$3,545,000",,,-,,Cowboys,,,2020,"$10,000,000"
30,"$10,500,000","$82,633,150","$12,245,000",,"$1,745,000",,,Tyron Smith,"$1,745,000",,,-,,Cowboys,,,2021,"$10,500,000"
31,"$13,500,000","$96,133,150","$13,500,000",,-,,,Tyron Smith,-,,,-,,Cowboys,,,2022,"$13,500,000"
32,"$13,600,000","$109,733,150","$13,600,000",,-,,,Tyron Smith,-,,,-,,Cowboys,,,2023,"$13,600,000"
26,"$1,648,043","$21,648,043","$6,128,765",,"$36,128,765",,,Michael Thomas,-,-,,"$4,480,722",,Saints,-,,2019,"$21,648,043"
27,"$1,000,000","$32,648,043","$7,000,000",,"$27,000,000",,,Michael Thomas,"$2,000,000",-,,"$4,000,000",,Saints,-,,2020,"$11,000,000"
28,"$12,600,000","$45,448,043","$18,800,000",,"$23,000,000",,,Michael Thomas,"$2,000,000",-,,"$4,000,000",,Saints,"$200,000",,2021,"$12,800,000"
29,"$15,350,000","$61,248,043","$21,800,000",,"$14,000,000",,,Michael Thomas,"$2,000,000","$250,000",,"$4,000,000",,Saints,"$200,000",,2022,"$15,800,000"
30,"$15,500,000","$77,698,043","$22,450,000",,"$8,000,000",,,Michael Thomas,"$2,000,000","$750,000",,"$4,000,000",,Saints,"$200,000",,2023,"$16,450,000"
31,"$18,500,000","$97,398,043","$21,700,000",,"$2,000,000",,,Michael Thomas,"$2,000,000","$1,000,000",,-,,Saints,"$200,000",,2024,"$19,700,000"
26,"$986,027","$18,086,027","$9,059,063",,"$17,573,036",,,Andy Dalton,,"$5,100,000",,"$2,973,036",,Bengals,-,,2014,"$18,086,027"
27,"$3,000,000","$25,286,027","$9,600,000",,"$13,800,000",,,Andy Dalton,,"$4,000,000",,"$2,400,000",,Bengals,"$200,000",,2015,"$7,200,000"
28,"$10,500,000","$35,986,027","$13,100,000",,"$17,900,000",,,Andy Dalton,,-,,"$2,400,000",,Bengals,"$200,000",,2016,"$10,700,000"
29,"$13,100,000","$49,286,027","$15,700,000",,"$18,100,000",,,Andy Dalton,,-,,"$2,400,000",,Bengals,"$200,000",,2017,"$13,300,000"
30,"$13,700,000","$63,186,027","$16,300,000",,"$16,300,000",,,Andy Dalton,,-,,"$2,400,000",,Bengals,"$200,000",,2018,"$13,900,000"
31,"$16,000,000","$79,398,070","$16,200,000",,"$200,000",,,Andy Dalton,,-,,-,,Bengals,"$200,000",,2019,"$16,212,043"
32,"$17,500,000","$97,098,070","$17,700,000",,-,,,Andy Dalton,,-,,-,,Bengals,"$200,000",,2020,"$17,700,000"
34,"$13,000,000","$40,000,000","$18,400,000",,"$55,000,000",,,Alex Smith,,,,"$5,400,000",,Redskins,,,2018,"$40,000,000"
35,"$15,000,000","$55,000,000","$20,400,000",,"$42,000,000",,,Alex Smith,,,,"$5,400,000",,Redskins,,,2019,"$15,000,000"
36,"$16,000,000","$71,000,000","$21,400,000",,"$32,200,000",,,Alex Smith,,,,"$5,400,000",,Redskins,,,2020,"$16,000,000"
37,"$19,000,000","$90,000,000","$24,400,000",,"$10,800,000",,,Alex Smith,,,,"$5,400,000",,Redskins,,,2021,"$19,000,000"
38,"$21,000,000","$111,000,000","$26,400,000",,"$5,400,000",,,Alex Smith,,,,"$5,400,000",,Redskins,,,2022,"$21,000,000"
25,"$1,459,000","$21,459,000","$5,459,000",,"$40,959,000",,,"Odell Beckham, Jr.",,-,,"$4,000,000",,Browns,-,,2018,"$21,459,000"
26,"$16,750,000","$38,472,388","$17,000,000",,"$19,750,000",,,"Odell Beckham, Jr.",,-,,-,,Browns,"$250,000",,2019,"$17,013,388"
27,"$14,000,000","$52,722,388","$14,250,000",,"$14,000,000",,,"Odell Beckham, Jr.",,-,,-,,Browns,"$250,000",,2020,"$14,250,000"
28,"$14,500,000","$68,472,388","$15,750,000",,-,,,"Odell Beckham, Jr.",,"$1,000,000",,-,,Browns,"$250,000",,2021,"$15,750,000"
29,"$13,750,000","$83,472,388","$15,000,000",,-,,,"Odell Beckham, Jr.",,"$1,000,000",,-,,Browns,"$250,000",,2022,"$15,000,000"
30,"$13,750,000","$98,472,388","$15,000,000",,-,,,"Odell Beckham, Jr.",,"$1,000,000",,-,,Browns,"$250,000",,2023,"$15,000,000"
26,"$805,000","$28,875,000","$6,419,000",,"$40,000,000",,,Trey Flowers,,-,,"$5,614,000",,Lions,,,2019,"$28,875,000"
27,"$11,125,000","$40,000,000","$16,739,000",,"$48,081,000",,,Trey Flowers,,-,,"$5,614,000",,Lions,,,2020,"$11,125,000"
28,"$14,375,000","$54,375,000","$19,989,000",,"$31,217,000",,,Trey Flowers,,-,,"$5,614,000",,Lions,,,2021,"$14,375,000"
29,"$16,000,000","$72,000,000","$23,239,000",,"$11,228,000",,,Trey Flowers,,"$1,625,000",,"$5,614,000",,Lions,,,2022,"$17,625,000"
30,"$16,000,000","$90,000,000","$23,614,000",,"$5,614,000",,,Trey Flowers,,"$2,000,000",,"$5,614,000",,Lions,,,2023,"$18,000,000"
24,"$752,137","$8,288,964","$6,339,655",,"$32,139,655",,-,Ezekiel Elliott,,,,"$5,587,518",,Cowboys,,,2019,"$8,288,964"
25,"$6,800,000","$28,088,964","$10,900,000",,"$35,400,000",,"$2,600,000",Ezekiel Elliott,,,,"$1,500,000",,Cowboys,,,2020,"$19,800,000"
26,"$9,600,000","$37,688,964","$13,700,000",,"$24,500,000",,"$2,600,000",Ezekiel Elliott,,,,"$1,500,000",,Cowboys,,,2021,"$9,600,000"
27,"$12,400,000","$50,088,964","$16,500,000",,"$10,800,000",,"$2,600,000",Ezekiel Elliott,,,,"$1,500,000",,Cowboys,,,2022,"$12,400,000"
28,"$10,900,000","$60,988,964","$15,000,000",,"$6,700,000",,"$2,600,000",Ezekiel Elliott,,,,"$1,500,000",,Cowboys,,,2023,"$10,900,000"
29,"$10,000,000","$70,988,964","$12,600,000",,"$2,600,000",,"$2,600,000",Ezekiel Elliott,,,,-,,Cowboys,,,2024,"$10,000,000"
30,"$15,400,000","$86,388,964","$15,400,000",,-,,-,Ezekiel Elliott,,,,-,,Cowboys,,,2025,"$15,400,000"
31,"$16,600,000","$102,988,964","$16,600,000",,-,,-,Ezekiel Elliott,,,,-,,Cowboys,,,2026,"$16,600,000"
30,"$5,000,000","$30,500,000","$11,750,000",,"$45,375,000",,,Nick Foles,,"$250,000",,"$6,250,000",,Bears,"$250,000",,2019,"$30,500,000"
31,"$15,125,000","$46,125,000","$15,625,000",,"$20,125,000",,,Nick Foles,,"$250,000",,-,,Bears,"$250,000",,2020,"$15,625,000"
32,"$14,875,000","$66,750,000","$20,625,000",,"$5,000,000",,,Nick Foles,,"$5,500,000",,-,,Bears,"$250,000",,2021,"$20,625,000"
33,"$20,000,000","$87,500,000","$20,750,000",,-,,,Nick Foles,,"$500,000",,-,,Bears,"$250,000",,2022,"$20,750,000"
28,"$4,750,000","$20,765,625","$14,365,625",,"$19,750,000","$500,000",,Dee Ford,,"$7,515,625",,"$1,600,000",,49ers,-,,2019,"$20,765,625"
29,"$13,650,000","$35,031,250","$15,865,625",,"$6,400,000",-,,Dee Ford,,"$515,625",,"$1,600,000",,49ers,"$100,000",,2020,"$14,265,625"
30,"$15,150,000","$51,031,250","$17,600,000",,"$4,800,000",-,,Dee Ford,,"$750,000",,"$1,600,000",,49ers,"$100,000",,2021,"$16,000,000"
31,"$16,150,000","$68,031,250","$18,600,000",,"$3,200,000",-,,Dee Ford,,"$750,000",,"$1,600,000",,49ers,"$100,000",,2022,"$17,000,000"
32,"$16,150,000","$85,031,250","$18,600,000",,"$1,600,000",-,,Dee Ford,,"$750,000",,"$1,600,000",,49ers,"$100,000",,2023,"$17,000,000"
25,"$1,750,000","$29,000,000","$13,000,000",,"$40,750,000",,,Olivier Vernon,,"$7,000,000",,"$4,000,000",,Browns,"$250,000",,2016,"$29,000,000"
26,"$11,750,000","$41,000,000","$16,000,000",,"$28,000,000",,,Olivier Vernon,,-,,"$4,000,000",,Browns,"$250,000",,2017,"$12,000,000"
27,"$12,750,000","$54,000,000","$17,000,000",,"$25,000,000",,,Olivier Vernon,,-,,"$4,000,000",,Browns,"$250,000",,2018,"$13,000,000"
28,"$15,250,000","$69,507,952","$15,500,000",,"$250,000",,,Olivier Vernon,,-,,-,,Browns,"$250,000",,2019,"$15,507,952"
29,"$15,250,000","$85,007,952","$15,500,000",,-,,,Olivier Vernon,,-,,-,,Browns,"$250,000",,2020,"$15,500,000"
27,"$1,000,000","$19,000,000","$13,000,000",,"$43,000,000",,,C.J. Mosley,,"$10,500,000",,"$1,500,000",,Jets,,,2019,"$19,000,000"
28,"$6,000,000","$35,000,000","$17,500,000",,"$30,000,000",,,C.J. Mosley,,"$10,000,000",,"$1,500,000",,Jets,,,2020,"$16,000,000"
29,"$16,000,000","$51,000,000","$17,500,000",,"$12,500,000",,,C.J. Mosley,,-,,"$1,500,000",,Jets,,,2021,"$16,000,000"
30,"$17,000,000","$68,000,000","$18,500,000",,"$3,000,000",,,C.J. Mosley,,-,,"$1,500,000",,Jets,,,2022,"$17,000,000"
31,"$17,000,000","$85,000,000","$18,500,000",,"$1,500,000",,,C.J. Mosley,,-,,"$1,500,000",,Jets,,,2023,"$17,000,000"
26,"$2,500,000","$20,000,000","$6,000,000",,"$34,150,000",,-,Arik Armstead,,-,,"$3,500,000",,49ers,-,,2020,"$20,000,000"
27,"$6,650,000","$35,000,000","$12,500,000",,"$28,150,000",,"$1,500,000",Arik Armstead,,"$750,000",,"$3,500,000",,49ers,"$100,000",,2021,"$15,000,000"
28,"$14,150,000","$50,000,000","$20,000,000",,"$16,500,000",,"$1,500,000",Arik Armstead,,"$750,000",,"$3,500,000",,49ers,"$100,000",,2022,"$15,000,000"
29,"$15,890,000","$66,740,000","$21,740,000",,"$11,500,000",,"$1,500,000",Arik Armstead,,"$750,000",,"$3,500,000",,49ers,"$100,000",,2023,"$16,740,000"
