AGE,Base Salary,CUM YEARLY CASH,Cap Hit,Dead,Dead Cap,Misc.,Option,PLAYER,Restructure,Roster,Roster Bonus,Signing,Signing Bonus,TEAM,Workout,Workout Bonus,YEAR,Yearly Cash
22,"$378,000","$381,000","$379,000",,"$3,000",,,DJ Montgomery,,,,"$1,000",,Browns,,,2019,"$381,000"
23,"$610,000","$991,000","$611,000",,"$2,000",,,DJ Montgomery,,,,"$1,000",,Browns,,,2020,"$610,000"
24,"$850,000","$1,841,000","$851,000",,"$1,000",,,DJ Montgomery,,,,"$1,000",,Browns,,,2021,"$850,000"
23,"$495,000","$497,500","$495,833",,"$2,500",,,A.J. Cole,,,,$833,,Raiders,,,2019,"$497,500"
24,"$675,000","$1,172,500","$675,833",,"$1,666",,,A.J. Cole,,,,$833,,Raiders,,,2020,"$675,000"
25,"$850,000","$2,022,500","$850,834",,$834,,,A.J. Cole,,,,$834,,Raiders,,,2021,"$850,000"
"$495,000",$833,,"$2,500",,"$497,500",,,Tim Ward,,,,"$495,833",,Chiefs,,,2019,"$497,500"
"$610,000",$833,,"$1,667",,"$610,000",,,Tim Ward,,,,"$610,833",,Chiefs,,,2020,"$1,107,500"
"$850,000",$834,,$834,,"$850,000",,,Tim Ward,,,,"$850,834",,Chiefs,,,2021,"$1,957,500"
22,"$378,000","$380,500","$378,833",,"$17,500",,,D'Angelo Ross,,,,$833,,Patriots,,,2019,"$380,500"
23,"$610,000","$990,500","$610,833",,"$1,667",,,D'Angelo Ross,,,,$833,,Patriots,,,2020,"$610,000"
24,"$850,000","$1,840,500","$850,834",,$834,,,D'Angelo Ross,,,,$834,,Patriots,,,2021,"$850,000"
22,"$453,706","$456,206","$454,539",,"$2,500",,,Gunner Olszewski,,,,$833,,Patriots,,,2019,"$456,206"
23,"$675,000","$1,131,206","$675,833",,"$1,667",,,Gunner Olszewski,,,,$833,,Patriots,,,2020,"$675,000"
24,"$850,000","$1,981,206","$850,834",,$834,,,Gunner Olszewski,,,,$834,,Patriots,,,2021,"$850,000"
22,"$495,000","$497,000","$495,666",,"$2,000",,,Roderic Teamer,,,,$666,,Chargers,,,2019,"$497,000"
23,"$675,000","$1,172,000","$675,666",,"$1,334",,,Roderic Teamer,,,,$666,,Chargers,,,2020,"$675,000"
24,"$850,000","$2,022,000","$850,668",,$668,,,Roderic Teamer,,,,$668,,Chargers,,,2021,"$850,000"
23,"$378,000","$379,800","$378,600",,"$1,800",,,Adam Choice,,,,$600,,Seahawks,,,2019,"$379,800"
24,"$610,000","$989,800","$610,600",,"$1,200",,,Adam Choice,,,,$600,,Seahawks,,,2020,"$610,000"
25,"$780,000","$1,769,800","$780,600",,$600,,,Adam Choice,,,,$600,,Seahawks,,,2021,"$780,000"
24,"$378,000","$379,000","$378,333",,"$1,000",,,D’Cota Dixon,,,,$333,,Buccaneers,,,2019,"$379,000"
25,"$610,000","$989,000","$610,333",,$667,,,D’Cota Dixon,,,,$333,,Buccaneers,,,2020,"$610,000"
26,"$850,000","$1,839,000","$850,334",,$334,,,D’Cota Dixon,,,,$334,,Buccaneers,,,2021,"$850,000"
23,"$378,000","$378,500","$378,166",,$500,,,Ira Lewis,,,,$166,,Texans,,,2019,"$378,500"
24,"$675,000","$1,053,500","$675,166",,$334,,,Ira Lewis,,,,$166,,Texans,,,2020,"$675,000"
25,"$850,000","$1,903,500","$850,168",,$168,,,Ira Lewis,,,,$168,,Texans,,,2021,"$850,000"
22,"$378,000","$378,000","$378,000",,-,,,Taj McGowan,,,,,,Jaguars,,,2019,"$378,000"
23,"$675,000","$1,053,000","$675,000",,-,,,Taj McGowan,,,,,,Jaguars,,,2020,"$675,000"
24,"$850,000","$1,903,000","$850,000",,-,,,Taj McGowan,,,,,,Jaguars,,,2021,"$850,000"
24,"$495,000","$507,000","$499,000",,"$12,000",,,Troy Reeder,,,,"$4,000",,Rams,,,2019,"$507,000"
25,"$675,000","$1,182,000","$679,000",,"$8,000",,,Troy Reeder,,,,"$4,000",,Rams,,,2020,"$675,000"
26,"$850,000","$2,032,000","$854,000",,"$4,000",,,Troy Reeder,,,,"$4,000",,Rams,,,2021,"$850,000"
25,"$67,059","$67,058","$67,058",,-,,,Greg Joseph,,,,,,Titans,,,2019,"$67,058"
26,"$675,000","$742,058","$675,000",,-,,,Greg Joseph,,,,,,Titans,,,2020,"$675,000"
27,"$850,000","$1,592,058","$850,000",,-,,,Greg Joseph,,,,,,Titans,,,2021,"$850,000"
23,"$378,000","$385,500","$380,500",,"$7,500",,,John Lovett,,,,"$2,500",,Chiefs,,,2019,"$385,500"
24,"$610,000","$995,500","$612,500",,"$5,000",,,John Lovett,,,,"$2,500",,Chiefs,,,2020,"$610,000"
25,"$780,000","$1,775,500","$782,500",,"$2,500",,,John Lovett,,,,"$2,500",,Chiefs,,,2021,"$780,000"
24,"$378,000","$378,000","$378,000",,-,,,Lo Falemaka,,,,,,Browns,,,2019,"$378,000"
25,"$610,000","$988,000","$610,000",,-,,,Lo Falemaka,,,,,,Browns,,,2020,"$610,000"
26,"$850,000","$1,838,000","$850,000",,-,,,Lo Falemaka,,,,,,Browns,,,2021,"$850,000"
23,"$446,824","$452,824","$448,824",,"$6,000",,,Kevin Strong,,,,"$2,000",,Lions,,,2019,"$452,824"
24,"$675,000","$1,127,824","$677,000",,"$4,000",,,Kevin Strong,,,,"$2,000",,Lions,,,2020,"$675,000"
25,"$850,000","$1,977,824","$852,000",,"$2,000",,,Kevin Strong,,,,"$2,000",,Lions,,,2021,"$850,000"
23,"$495,000","$502,000","$497,333",,"$27,000",,,C.J. Moore,,,,"$2,333",,Lions,,,2019,"$502,000"
24,"$675,000","$1,177,000","$677,333",,"$4,667",,,C.J. Moore,,,,"$2,333",,Lions,,,2020,"$675,000"
25,"$850,000","$2,027,000","$852,334",,"$2,334",,,C.J. Moore,,,,"$2,334",,Lions,,,2021,"$850,000"
23,"$351,000","$351,000","$351,000",,-,,,Chris Peace,,,,,,Giants,,,2019,"$351,000"
24,"$675,000","$1,026,000","$675,000",,-,,,Chris Peace,,,,,,Giants,,,2020,"$675,000"
25,"$850,000","$1,876,000","$850,000",,-,,,Chris Peace,,,,,,Giants,,,2021,"$850,000"
22,"$495,000","$495,000","$495,000",,-,,,Devine Ozigbo,,,,,,Jaguars,,,2019,"$495,000"
23,"$675,000","$1,170,000","$675,000",,-,,,Devine Ozigbo,,,,,,Jaguars,,,2020,"$675,000"
24,"$850,000","$2,020,000","$850,000",,-,,,Devine Ozigbo,,,,,,Jaguars,,,2021,"$850,000"
23,"$495,000","$505,000","$498,333",,"$10,000",,,Beau Benzschawel,,,,"$3,333",,Lions,,,2019,"$505,000"
24,"$675,000","$1,180,000","$678,333",,"$6,667",,,Beau Benzschawel,,,,"$3,333",,Lions,,,2020,"$675,000"
25,"$850,000","$2,030,000","$853,334",,"$3,334",,,Beau Benzschawel,,,,"$3,334",,Lions,,,2021,"$850,000"
23,"$495,000","$622,544","$495,000",,-,,,D’Ernest Johnson,,,,,,Browns,,,2019,"$622,544"
24,"$675,000","$1,297,544","$675,000",,-,,,D’Ernest Johnson,,,,,,Browns,,,2020,"$675,000"
25,"$850,000","$2,147,544","$850,000",,-,,,D’Ernest Johnson,,,,,,Browns,,,2021,"$850,000"
22,"$145,588","$145,588","$145,588",,-,,,Shakial Taylor,,,,,,Broncos,,,2019,"$145,588"
23,"$675,000","$820,588","$675,000",,-,,,Shakial Taylor,,,,,,Broncos,,,2020,"$675,000"
24,"$850,000","$1,670,588","$850,000",,-,,,Shakial Taylor,,,,,,Broncos,,,2021,"$850,000"
24,"$495,000","$495,000","$495,000",,-,,,Cole Mazza,,,,,,Chargers,,,2019,"$495,000"
25,"$675,000","$1,170,000","$675,000",,-,,,Cole Mazza,,,,,,Chargers,,,2020,"$675,000"
26,"$850,000","$2,020,000","$850,000",,-,,,Cole Mazza,,,,,,Chargers,,,2021,"$850,000"
22,"$495,000","$495,000","$495,000",,-,,,Brett Toth,,,,,,Cardinals,,,2019,"$495,000"
24,"$675,000","$1,170,000","$675,000",,-,,,Brett Toth,,,,,,Cardinals,,,2020,"$675,000"
24,"$850,000","$2,020,000","$850,000",,-,,,Brett Toth,,,,,,Cardinals,,,2021,"$850,000"
22,"$495,000","$548,677","$495,000",,-,,,Ryan Bates,,,,,,Bills,,,2019,"$548,677"
23,"$675,000","$1,223,677","$675,000",,-,,,Ryan Bates,,,,,,Bills,,,2020,"$675,000"
24,"$850,000","$2,073,677","$850,000",,-,,,Ryan Bates,,,,,,Bills,,,2021,"$850,000"
24,"$1,125,000","$1,750,000","$1,750,000",,"$375,000",,,Roderick Johnson,,"$250,000",,"$375,000",,Texans,,,2020,"$1,750,000"
26,"$1,750,000","$1,750,000","$1,750,000",,-,,,Zach Banner,,,,,,Steelers,,,2020,"$1,750,000"
28,"$1,000,000","$1,707,603","$1,656,250",,"$500,000",,,Tavon Austin,,"$656,250",,,,Cowboys,,,2019,"$1,707,603"
29,"$910,000","$1,047,500","$887,500",,"$137,500",,,Brandon Copeland,,,,"$137,500",,Patriots,,,2020,"$1,047,500"
31,"$915,000","$2,312,500","$2,312,500",,"$1,750,000","$562,500",,Brandon LaFell,,,,"$835,000",,Raiders,,,2018,"$2,312,500"
22,"$363,000","$388,000","$371,333",,"$25,000",,,Eddy Piniero,,,,"$8,333",,Bears,,,2018,"$388,000"
23,"$495,000","$933,016","$495,000",,-,,,Eddy Piniero,,,,-,,Bears,,,2019,"$545,016"
24,"$750,000","$1,683,016","$750,000",,-,,,Eddy Piniero,,,,-,,Bears,,,2020,"$750,000"
20,"$397,399","$412,399","$402,399",,"$15,000",,,Olasunkanmi Adeniyi,,,,"$5,000",,Steelers,,,2018,"$412,399"
21,"$570,000","$982,399","$575,000",,"$10,000",,,Olasunkanmi Adeniyi,,,,"$5,000",,Steelers,,,2019,"$570,000"
22,"$750,000","$1,732,399","$755,000",,"$5,000",,,Olasunkanmi Adeniyi,,,,"$5,000",,Steelers,,,2020,"$750,000"
21,"$480,000","$493,823","$485,000",,"$75,000",,,Holton Hill,,,,"$5,000",,Vikings,,,2018,"$493,823"
22,"$300,586","$794,409","$304,410",,"$10,000",,,Holton Hill,,,,"$3,824",,Vikings,,,2019,"$300,586"
23,"$750,000","$1,544,409","$754,608",,"$5,000",,,Holton Hill,,,,"$4,608",,Vikings,,,2020,"$750,000"
24,"$473,112","$689,704","$478,112",,"$15,000",,,Phillip Lindsay,,,,"$5,000",,Broncos,,,2018,"$689,704"
25,"$570,000","$1,259,704","$575,000",,"$10,000",,,Phillip Lindsay,,,,"$5,000",,Broncos,,,2019,"$570,000"
26,"$750,000","$2,009,704","$755,000",,"$5,000",,,Phillip Lindsay,,,,"$5,000",,Broncos,,,2020,"$750,000"
23,"$480,000","$495,000","$485,000",,"$30,000",,,Darrel Williams,,,,"$5,000",,Chiefs,,,2018,"$495,000"
24,"$528,353","$1,023,353","$533,353",,"$10,000",,,Darrel Williams,,,,"$5,000",,Chiefs,,,2019,"$528,353"
25,"$750,000","$1,773,353","$755,000",,"$5,000",,,Darrel Williams,,,,"$5,000",,Chiefs,,,2020,"$750,000"
22,"$480,000","$495,000","$485,000",,"$15,000",,,Kevin Toliver,,,,"$5,000",,Bears,,,2018,"$495,000"
23,"$570,000","$1,163,574","$575,000",,"$10,000",,,Kevin Toliver,,,,"$5,000",,Bears,,,2019,"$668,574"
24,"$750,000","$1,913,574","$755,000",,"$5,000",,,Kevin Toliver,,,,"$5,000",,Bears,,,2020,"$750,000"
24,"$480,000","$493,000","$484,333",,"$13,000",,,George Odum,,,,"$4,333",,Colts,,,2018,"$493,000"
25,"$570,000","$1,063,000","$574,333",,"$8,667",,,George Odum,,,,"$4,333",,Colts,,,2019,"$570,000"
26,"$750,000","$1,813,000","$754,334",,"$4,334",,,George Odum,,,,"$4,334",,Colts,,,2020,"$750,000"
22,"$480,000","$490,000","$483,333",,"$10,000",,,Trent Sherfield,,,,"$3,333",,Cardinals,,,2018,"$490,000"
23,"$570,000","$1,231,324","$573,333",,"$6,667",,,Trent Sherfield,,,,"$3,333",,Cardinals,,,2019,"$741,324"
24,"$750,000","$1,981,324","$753,334",,"$3,334",,,Trent Sherfield,,,,"$3,334",,Cardinals,,,2020,"$750,000"
23,"$480,000","$490,000","$483,333",,"$10,000",,,Brandon Facyson,,,,"$3,333",,Chargers,,,2018,"$490,000"
24,"$570,000","$1,060,000","$573,333",,"$6,667",,,Brandon Facyson,,,,"$3,333",,Chargers,,,2019,"$570,000"
25,"$750,000","$1,810,000","$753,334",,"$3,334",,,Brandon Facyson,,,,"$3,334",,Chargers,,,2020,"$750,000"
22,"$466,229","$476,229","$469,562",,"$10,000",,,Danny Johnson,,,,"$3,333",,Redskins,,,2018,"$476,229"
23,"$507,529","$983,758","$510,862",,"$6,667",,,Danny Johnson,,,,"$3,333",,Redskins,,,2019,"$507,529"
24,"$750,000","$1,733,758","$753,334",,"$3,334",,,Danny Johnson,,,,"$3,334",,Redskins,,,2020,"$750,000"
22,"$480,000","$490,000","$483,333",,"$10,000",,,J.C. Jackson,,,,"$3,333",,Patriots,,,2018,"$490,000"
23,"$570,000","$1,060,000","$573,333",,"$6,667",,,J.C. Jackson,,,,"$3,333",,Patriots,,,2019,"$570,000"
24,"$750,000","$1,810,000","$753,334",,"$3,334",,,J.C. Jackson,,,,"$3,334",,Patriots,,,2020,"$750,000"
22,"$480,000","$488,000","$482,666",,"$8,000",,,Poona Ford,,,,"$2,666",,Seahawks,,,2018,"$488,000"
23,"$570,000","$1,058,000","$572,666",,"$5,334",,,Poona Ford,,,,"$2,666",,Seahawks,,,2019,"$570,000"
24,"$750,000","$1,808,000","$752,668",,"$2,668",,,Poona Ford,,,,"$2,668",,Seahawks,,,2020,"$750,000"
22,"$480,000","$487,500","$482,500",,"$7,500",,,Matt Gono,,,,"$2,500",,Falcons,,,2018,"$487,500"
23,"$570,000","$1,079,931","$572,500",,"$5,000",,,Matt Gono,,,,"$2,500",,Falcons,,,2019,"$592,431"
24,"$750,000","$1,829,931","$752,500",,"$2,500",,,Matt Gono,,,,"$2,500",,Falcons,,,2020,"$750,000"
23,"$480,000","$487,500","$482,500",,"$7,500",,,Mike Boone,,,,"$2,500",,Vikings,,,2018,"$487,500"
24,"$570,000","$1,057,500","$572,500",,"$5,000",,,Mike Boone,,,,"$2,500",,Vikings,,,2019,"$570,000"
25,"$750,000","$1,807,500","$752,500",,"$2,500",,,Mike Boone,,,,"$2,500",,Vikings,,,2020,"$750,000"
24,"$480,000","$486,000","$482,000",,"$6,000",,,Dennis Gardeck,,,,"$2,000",,Cardinals,,,2018,"$486,000"
25,"$570,000","$1,174,527","$572,000",,"$4,000",,,Dennis Gardeck,,,,"$2,000",,Cardinals,,,2019,"$688,527"
26,"$750,000","$1,924,527","$752,000",,"$2,000",,,Dennis Gardeck,,,,"$2,000",,Cardinals,,,2020,"$750,000"
23,"$480,000","$486,000","$482,000",,"$6,000",,,Tim Boyle,,,,"$2,000",,Packers,,,2018,"$486,000"
24,"$570,000","$1,056,000","$572,000",,"$4,000",,,Tim Boyle,,,,"$2,000",,Packers,,,2019,"$570,000"
25,"$750,000","$1,806,000","$752,000",,"$2,000",,,Tim Boyle,,,,"$2,000",,Packers,,,2020,"$750,000"
23,"$480,000","$486,000","$482,000",,"$6,000",,,Ben Niemann,,,,"$2,000",,Chiefs,,,2018,"$486,000"
24,"$570,000","$1,056,000","$572,000",,"$4,000",,,Ben Niemann,,,,"$2,000",,Chiefs,,,2019,"$570,000"
25,"$750,000","$1,806,000","$752,000",,"$2,000",,,Ben Niemann,,,,"$2,000",,Chiefs,,,2020,"$750,000"
33,"$1,015,000","$1,677,500","$1,677,500",,"$1,515,000",,,Corey Graham,,"$162,500",,"$500,000",,Eagles,,,2018,"$1,677,500"
22,"$480,000","$485,000","$481,666",,"$5,000",,,Tae Davis,,,,"$1,666",,Browns,,,2018,"$485,000"
23,"$301,761","$786,761","$301,761",,-,,,Tae Davis,,,,-,,Browns,,,2019,"$301,761"
24,"$750,000","$1,536,761","$750,000",,-,,,Tae Davis,,,,-,,Browns,,,2020,"$750,000"
22,"$480,000","$485,000","$481,666",,"$17,700",,,Tre Herndon,,,,"$1,666",,Jaguars,,,2018,"$485,000"
23,"$570,000","$1,055,000","$571,666",,"$3,334",,,Tre Herndon,,,,"$1,666",,Jaguars,,,2019,"$570,000"
24,"$750,000","$1,805,000","$751,668",,"$1,668",,,Tre Herndon,,,,"$1,668",,Jaguars,,,2020,"$750,000"
22,"$363,000","$368,000","$364,666",,"$5,000",,,Nick Gates,,,,"$1,666",,Giants,,,2018,"$368,000"
23,"$495,000","$863,000","$496,666",,"$3,334",,,Nick Gates,,,,"$1,666",,Giants,,,2019,"$495,000"
24,"$750,000","$1,613,000","$751,668",,"$1,668",,,Nick Gates,,,,"$1,668",,Giants,,,2020,"$750,000"
23,"$480,000","$485,000","$481,333",,"$5,000",,,Chris Board,,,,"$1,333",,Ravens,,,2018,"$485,000"
24,"$570,000","$1,191,361","$571,333",,"$2,667",,,Chris Board,,,,"$1,333",,Ravens,,,2019,"$706,361"
25,"$750,000","$1,941,361","$751,334",,"$1,334",,,Chris Board,,,,"$1,334",,Ravens,,,2020,"$750,000"
22,"$363,000","$367,000","$364,333",,"$19,000",,,Hercules Mata'afa,,,,"$1,333",,Vikings,,,2018,"$367,000"
23,"$495,000","$862,000","$496,333",,"$2,667",,,Hercules Mata'afa,,,,"$1,333",,Vikings,,,2019,"$495,000"
24,"$750,000","$1,612,000","$751,334",,"$1,334",,,Hercules Mata'afa,,,,"$1,334",,Vikings,,,2020,"$750,000"
23,"$452,471","$455,971","$453,637",,"$3,500",,,Raven Greene,,,,"$1,166",,Packers,,,2018,"$455,971"
24,"$413,823","$869,793","$414,988",,"$2,334",,,Raven Greene,,,,"$1,166",,Packers,,,2019,"$413,822"
25,"$750,000","$1,619,793","$751,168",,"$1,168",,,Raven Greene,,,,"$1,168",,Packers,,,2020,"$750,000"
22,"$480,000","$483,000","$481,000",,"$3,000",,,Ezekiel Turner,,,,"$1,000",,Cardinals,,,2018,"$483,000"
23,"$570,000","$1,157,113","$571,000",,-,,,Ezekiel Turner,,,,"$1,000",,Cardinals,,,2019,"$674,113"
24,"$750,000","$1,907,113","$751,000",,"$1,000",,,Ezekiel Turner,,,,"$1,000",,Cardinals,,,2020,"$750,000"
22,"$451,760","$454,760","$452,760",,"$3,000",,,Alex Light,,,,"$1,000",,Packers,,,2018,"$454,760"
23,"$570,000","$1,024,760","$571,000",,"$2,000",,,Alex Light,,,,"$1,000",,Packers,,,2019,"$570,000"
24,"$750,000","$1,774,760","$751,000",,"$1,000",,,Alex Light,,,,"$1,000",,Packers,,,2020,"$750,000"
23,"$367,055","$411,267","$367,055",,-,,,Colby Wadman,,,,,,Broncos,,,2018,"$411,267"
24,"$570,000","$981,267","$570,000",,-,,,Colby Wadman,,,,,,Broncos,,,2019,"$570,000"
25,"$750,000","$1,731,267","$750,000",,-,,,Colby Wadman,,,,,,Broncos,,,2020,"$750,000"
22,"$84,705","$84,705","$84,705",,-,,,Jamil Demby,,,,,,Rams,,,2018,"$84,705"
23,"$570,000","$654,705","$570,000",,-,,,Jamil Demby,,,,,,Rams,,,2019,"$570,000"
24,"$750,000","$1,404,705","$750,000",,-,,,Jamil Demby,,,,,,Rams,,,2020,"$750,000"
23,"$395,294","$395,294","$395,294",,-,,,Justin Jackson,,,,,,Chargers,,,2018,"$395,294"
24,"$570,000","$965,294","$570,000",,-,,,Justin Jackson,,,,,,Chargers,,,2019,"$570,000"
25,"$750,000","$1,715,294","$750,000",,-,,,Justin Jackson,,,,,,Chargers,,,2020,"$750,000"
21,"$225,880","$225,880","$225,880",,-,,,Auden Tate,,,,,,Bengals,,,2018,"$225,880"
22,"$538,759","$1,015,502","$538,758",,-,,,Auden Tate,,,,,,Bengals,,,2019,"$789,622"
23,"$750,000","$1,765,502","$750,000",,-,,,Auden Tate,,,,,,Bengals,,,2020,"$750,000"
22,"$480,000","$480,000","$480,000",,-,,,Tavierre Thomas,,,,,,Browns,,,2018,"$480,000"
23,"$570,000","$1,188,425","$570,000",,-,,,Tavierre Thomas,,,,,,Browns,,,2019,"$708,425"
24,"$750,000","$1,938,425","$750,000",,-,,,Tavierre Thomas,,,,,,Browns,,,2020,"$750,000"
23,"$480,000","$480,000","$480,000",,-,,,Charvarius Ward,,,,,,Chiefs,,,2018,"$480,000"
24,"$570,000","$1,050,000","$570,000",,-,,,Charvarius Ward,,,,,,Chiefs,,,2019,"$570,000"
25,"$750,000","$1,800,000","$750,000",,-,,,Charvarius Ward,,,,,,Chiefs,,,2020,"$750,000"
23,"$225,880","$225,880","$225,880",,-,,,Michael Badgley,,,,,,Chargers,,,2018,"$225,880"
24,"$570,000","$795,880","$570,000",,-,,,Michael Badgley,,,,,,Chargers,,,2019,"$570,000"
25,"$750,000","$1,545,880","$750,000",,-,,,Michael Badgley,,,,,,Chargers,,,2020,"$750,000"
24,"$675,000","$675,000","$675,000",,-,,,Emmanuel Moseley,,,,,,49ers,,,2020,"$675,000"
23,"$451,760","$451,760","$451,760",,-,,,Ike Boettger,,,,,,Bills,,,2018,"$451,760"
24,"$570,000","$1,047,173","$570,000",,-,,,Ike Boettger,,,,,,Bills,,,2019,"$595,413"
25,"$750,000","$1,797,173","$750,000",,-,,,Ike Boettger,,,,,,Bills,,,2020,"$750,000"
24,"$112,940","$112,940","$112,940",,-,,,Mike Love,,,,,,Bills,,,2018,"$112,940"
25,"$393,000","$505,940","$393,000",,-,,,Mike Love,,,,,,Bills,,,2019,"$393,000"
26,"$675,000","$1,180,940","$675,000",,-,,,Mike Love,,,,,,Bills,,,2020,"$675,000"
24,"$169,410","$169,410","$169,410",,-,,,Corey Thompson,,,,,,Bills,,,2018,"$169,410"
25,"$570,000","$848,534","$570,000",,-,,,Corey Thompson,,,,,,Bills,,,2019,"$679,124"
26,"$750,000","$1,598,534","$750,000",,-,,,Corey Thompson,,,,,,Bills,,,2020,"$750,000"
25,"$338,820","$338,820","$338,820",,-,,,Darious Williams,,,,,,Rams,,,2018,"$338,820"
26,"$570,000","$908,820","$570,000",,-,,,Darious Williams,,,,,,Rams,,,2019,"$570,000"
27,"$750,000","$1,658,820","$750,000",,-,,,Darious Williams,,,,,,Rams,,,2020,"$750,000"
22,"$480,000","$480,000","$480,000",,-,,,Josh Fatu,,,,,,Lions,,,2018,"$480,000"
23,"$570,000","$1,050,000","$570,000",,-,,,Josh Fatu,,,,,,Lions,,,2019,"$570,000"
24,"$660,000","$1,710,000","$660,000",,-,,,Josh Fatu,,,,,,Lions,,,2020,"$660,000"
24,"$254,115","$254,115","$254,115",,-,,,Chad Beebe,,,,,,Vikings,,,2018,"$254,115"
25,"$424,234","$678,349","$424,234",,-,,,Chad Beebe,,,,,,Vikings,,,2019,"$424,234"
26,"$750,000","$1,428,349","$750,000",,-,,,Chad Beebe,,,,,,Vikings,,,2020,"$750,000"
22,"$480,000","$480,000","$480,000",,-,,,Buddy Howell,,,,,,Texans,,,2018,"$480,000"
23,"$570,000","$1,050,000","$570,000",,-,,,Buddy Howell,,,,,,Texans,,,2019,"$570,000"
24,"$750,000","$1,800,000","$750,000",,-,,,Buddy Howell,,,,,,Texans,,,2020,"$750,000"
23,"$141,175","$141,175","$141,175",,-,,,Joshua Kalu,,,,,,Titans,,,2018,"$141,175"
24,"$486,706","$627,880","$486,705",,-,,,Joshua Kalu,,,,,,Titans,,,2019,"$486,705"
25,"$750,000","$1,377,880","$750,000",,-,,,Joshua Kalu,,,,,,Titans,,,2020,"$750,000"
22,"$480,000","$480,000","$480,000",,-,,,A.J. Moore,,,,,,Texans,,,2018,"$480,000"
23,"$570,000","$1,050,000","$570,000",,-,,,A.J. Moore,,,,,,Texans,,,2019,"$570,000"
24,"$750,000","$1,800,000","$750,000",,-,,,A.J. Moore,,,,,,Texans,,,2020,"$750,000"
21,"$418,048","$418,048","$418,048",,-,,,Corey Bojorquez,,,,,,Bills,,,2018,"$418,048"
22,"$570,000","$1,050,267","$570,000",,-,,,Corey Bojorquez,,,,,,Bills,,,2019,"$632,219"
23,"$750,000","$1,800,267","$750,000",,-,,,Corey Bojorquez,,,,,,Bills,,,2020,"$750,000"
25,"$480,000","$480,000","$480,000",,-,,,Brandon Zylstra,,,,,,Panthers,,,2018,"$480,000"
26,"$570,000","$1,050,000","$570,000",,-,,,Brandon Zylstra,,,,,,Panthers,,,2019,"$570,000"
27,"$750,000","$1,800,000","$750,000",,-,,,Brandon Zylstra,,,,,,Panthers,,,2020,"$750,000"
23,"$480,000","$480,000","$480,000",,-,,,James Crawford,,,,,,Dolphins,,,2018,"$480,000"
24,"$424,234","$904,234","$424,234",,-,,,James Crawford,,,,,,Dolphins,,,2019,"$424,234"
25,"$750,000","$1,654,234","$750,000",,-,,,James Crawford,,,,,,Dolphins,,,2020,"$750,000"
23,"$480,000","$480,000","$480,000",,-,,,Patrick Morris,,,,,,Broncos,,,2018,"$480,000"
24,"$134,116","$614,116","$134,116",,-,,,Patrick Morris,,,,,,Broncos,,,2019,"$134,116"
25,"$675,000","$1,289,116","$675,000",,-,,,Patrick Morris,,,,,,Broncos,,,2020,"$675,000"
28,"$805,000","$1,700,000","$1,700,000",,"$795,000","$600,000",,Benson Mayowa,,,,"$250,000",,Raiders,"$45,000",,2019,"$1,700,000"
29,-,,-,,-,,,Blake Bell,,,,,,Cowboys,,,2020,-
27,"$825,000","$1,250,000","$1,250,000",,"$800,000",,,Antony Auclair,,"$425,000",,,,Buccaneers,,,2020,"$1,250,000"
24,"$465,000","$477,000","$469,000",,"$12,000",,,Sean Culkin,,,,"$4,000",,Chargers,,,2017,"$477,000"
25,"$555,000","$1,032,000","$559,000",,"$8,000",,,Sean Culkin,,,,"$4,000",,Chargers,,,2018,"$555,000"
26,"$645,000","$1,677,000","$649,000",,"$4,000",,,Sean Culkin,,,,"$4,000",,Chargers,,,2019,"$645,000"
22,"$465,000","$475,000","$468,333",,"$35,000",,,Corey Clement,,,,"$3,333",,Eagles,,,2017,"$475,000"
23,"$523,764","$998,763","$527,096",,"$6,667",,,Corey Clement,,,,"$3,333",,Eagles,,,2018,"$523,763"
24,"$645,000","$1,643,763","$648,334",,"$3,334",,,Corey Clement,,,,"$3,334",,Eagles,,,2019,"$645,000"
23,"$465,000","$465,000","$465,000",,"$22,500",,,Austin Carr,,,,,,Saints,,,2017,"$465,000"
24,"$555,000","$1,020,000","$555,000",,-,,,Austin Carr,,,,,,Saints,,,2018,"$555,000"
25,"$561,353","$1,581,353","$561,353",,-,,,Austin Carr,,,,,,Saints,,,2019,"$561,353"
26,"$750,000","$750,000","$750,000",,-,,,Andy Jones,,,,,,Dolphins,,,2020,"$750,000"
27,"$920,000","$1,670,000","$920,000",,-,,,Andy Jones,,,,,,Dolphins,,,2021,"$920,000"
25,"$750,000","$750,000","$750,000",,-,,,Dalyn Dawkins,,,,,,Titans,,,2020,"$750,000"
26,"$920,000","$1,670,000","$920,000",,-,,,Dalyn Dawkins,,,,,,Titans,,,2021,"$920,000"
28,"$750,000","$750,000","$750,000",,-,,,Daniel Munyer,,,,,,Titans,,,2020,"$750,000"
29,"$920,000","$1,670,000","$920,000",,-,,,Daniel Munyer,,,,,,Titans,,,2021,"$920,000"
26,"$750,000","$750,000","$750,000",,-,,,Jonathan Woodard,,,,,,Bills,,,2020,"$750,000"
27,"$920,000","$1,670,000","$920,000",,-,,,Jonathan Woodard,,,,,,Bills,,,2021,"$920,000"
27,"$750,000","$750,000","$750,000",,-,,,Anthony Fabiano,,,,,,Buccaneers,,,2020,"$750,000"
28,"$920,000","$1,670,000","$920,000",,-,,,Anthony Fabiano,,,,,,Buccaneers,,,2021,"$920,000"
